6.26, 92.41, -133.05657298
6.26, 92.51, -133.04978073
6.26, 92.61, -133.04284599
6.26, 92.71, -133.03552163
6.26, 92.81, -133.02756458
6.26, 92.91, -133.01883866
6.26, 93.01, -133.00937243
6.26, 93.11, -132.99916574
6.26, 93.20, -132.98830664
6.26, 93.30, -132.97693731
6.26, 93.40, -132.96560793
6.26, 93.50, -132.95347010
6.26, 93.60, -132.94059937
6.26, 93.70, -132.92709518
6.26, 93.80, -132.91308201
6.26, 93.90, -132.89933059
6.26, 94.00, -132.88519749
6.26, 94.10, -132.87037454
6.26, 94.20, -132.85543688
6.26, 94.30, -132.84073533
6.26, 94.40, -132.82537224
6.26, 94.50, -132.80965821
6.26, 94.60, -132.79359085
6.26, 94.70, -132.77673185
6.26, 94.80, -132.75923852
6.26, 94.90, -132.74106846
6.26, 95.00, -132.72237278
6.2, 90.00, -132.93532350
6.2, 90.10, -132.95125699
6.2, 90.20, -132.96811984
6.2, 90.30, -132.98408050
6.2, 90.41, -132.99930709
6.2, 90.51, -133.01362350
6.2, 90.61, -133.02717262
